,facility,address,city,zip_cd,num_at_address,max_seats,phone,risk_level,last_inspect_date,inspect_score,cat,closed_est,year
15396,LENNYS DELI WESTWOOD,2079 WESTWOOD BLVD,LOS ANGELES,90064,1,151,+13104755771,3,2016-12-01,90.0,,0,2016
15397,LENO JUICE,2700 S FIGUEROA ST,LOS ANGELES,90007,3,30,+12137465366,2,2016-08-25,93.0,,0,2016
15398,LENZINIS PIZZA,12740 CULVER BLVD,LOS ANGELES,90066,5,30,+13103050305,3,2016-12-30,96.0,,0,2016
15399,LENZINIS PIZZA,3500 OVERLAND AVE,LOS ANGELES,90034,3,30,+1nan,2,2016-09-21,94.0,,0,2016
15406,LEONARDOS RESTAURANT,2800 S VERMONT AVE,LOS ANGELES,90007,1,151,+1nan,2,2016-09-23,94.0,,0,2016
15407,LEONARDOS RESTAURANT,6611 S ALAMEDA ST,LOS ANGELES,90001,1,151,+1nan,3,2016-09-16,100.0,,0,2016
15410,LEONARDS,1735 W MANCHESTER AVE,LOS ANGELES,90047,1,151,+1nan,3,2016-09-16,94.0,,0,2016
15411,LEONEL COFEE SHOP,659 BROADWAY (VINCENT ALLY),LOS ANGELES,90014,1,60,+18186311157,2,2015-01-27,96.0,,1,2015
15415,LEONS KITCHEN,201 N LOS ANGELES ST,LOS ANGELES,90012,10,60,+1nan,2,2016-09-06,91.0,,0,2016
15422,LERD ROD RESTAURANT,278 S NORMANDIE AVE,LOS ANGELES,90004,1,30,+1nan,3,2016-11-08,92.0,,0,2016
15424,LES NOCES DU FIGARO,618 S BROADWAY,LOS ANGELES,90014,2,30,+12136222116,2,2014-06-17,97.0,,1,2014
15430,LETS ROLL SUSHI,330 S HOPE ST,LOS ANGELES,90067,14,30,+12136170501,2,2016-06-17,96.0,,0,2016
15431,LETS ROLL SUSHI,445 S FIGUEROA ST,LOS ANGELES,90071,9,30,+12136280100,2,2014-06-17,94.0,,1,2014
15432,LETS ROLL SUSHI,6306 W 89TH ST,LOS ANGELES,90045,1,30,+13104806290,3,2016-12-13,90.0,,0,2016
15437,LETTE MACARONS,8578 W PICO BLVD,LOS ANGELES,90035,1,30,+13102790698,1,2016-06-30,93.0,,0,2016
15438,LETTE TITTLE TOKYO,107 E JAPANESE VILLAGE WAY,LOS ANGELES,90012,1,30,+12136214457,1,2016-10-26,95.0,,0,2016
15442,LEXINGTON OUTDOOR BAR,1718 N VINE ST,LOS ANGELES,90028,3,60,+13234611700,1,2014-06-20,99.0,,1,2014
15443,LEXINGTON SOCIAL HOUSE,1718 N VINE ST,LOS ANGELES,90028,3,150,+13234611700,3,2014-06-20,91.0,,1,2014
15449,LI BBQ DIMSUM,420 ORD ST,LOS ANGELES,90012,2,30,+12136803608,3,2014-10-08,86.0,,1,2014
15454,LIARTISAN DU CHOCOLAT,3364 W 1ST ST,LOS ANGELES,90004,1,30,+1nan,1,2016-03-30,97.0,,0,2016
15456,LIBRARY BAR,630 W 6TH ST,LOS ANGELES,90017,6,150,+1nan,3,2016-10-18,95.0,,0,2016
15457,LIBRARY BAR,7000 HOLLYWOOD BLVD,LOS ANGELES,90028,5,30,+1nan,1,2015-12-03,97.0,,1,2015
15459,LICAAS RESTAURANT,422 S BROADWAY,LOS ANGELES,90013,1,60,+1nan,3,2016-04-07,93.0,,0,2016
15466,LIEDER`S,8721 W PICO BLVD,LOS ANGELES,90035,2,30,+13109097223,3,2016-08-08,92.0,,0,2016
15467,LIEN HOA CHINESE BBQ,721 N BROADWAY,LOS ANGELES,90012,1,30,+1nan,3,2016-12-14,95.0,,0,2016
15469,LIFE FOOD ORANGE,1507 N CAHUENGA BLVD,LOS ANGELES,90028,1,30,+1nan,2,2016-07-11,95.0,,0,2016
15473,LIFEHOUSE TONICS & ELIXIRS,7515 SUNSET BLVD,LOS ANGELES,90046,1,30,+13237985711,2,2017-01-12,93.0,,0,2017
15476,LIGHT HOUSE,3465 W 6TH ST,LOS ANGELES,90020,11,60,+12133882277,2,2014-10-14,90.0,,1,2014
15483,LILET RESTAURANT,109 E 9TH ST,LOS ANGELES,90015,2,30,+12134895156,3,2014-04-16,94.0,,1,2014
15487,LILIYA CHINA BISTRO,108 W 2ND ST 102,LOS ANGELES,90012,1,150,+1nan,3,2016-11-09,93.0,,0,2016
15492,LILLYS LARCHMONT CAFE,5210 BEVERLY BLVD,LOS ANGELES,90004,1,60,+13234661193,3,2017-01-12,94.0,,0,2017
15494,LILYS CAKE SI & BAKERY,3425 E 1ST ST,LOS ANGELES,90063,16,30,+1nan,2,2016-12-12,93.0,,0,2016
15504,LIMS ORIENTAL KITCHEN,8728 S WESTERN AVE,LOS ANGELES,90047,2,30,+1nan,3,2015-07-24,81.0,,1,2015
15511,LINDO OAXACA,322 E WASHINGTON BLVD,LOS ANGELES,90015,1,60,+12137498723,3,2016-11-09,95.0,,0,2016
15512,LINDO RINCON DE NAYARIT,7723 S CENTRAL AVE,LOS ANGELES,90001,1,30,+1nan,3,2016-09-29,90.0,,0,2016
15515,LINHS bAKERY,685 N SPRING ST,LOS ANGELES,90012,1,30,+1nan,2,2014-10-29,94.0,,1,2014
15516,LINK,8486 W 3RD ST,LOS ANGELES,90048,1,150,+13237828466,3,2015-02-24,90.0,,1,2015
15517,LINK N HOPS,3111 GLENDALE BLVD,LOS ANGELES,90039,3,60,+13234269049,2,2016-10-13,91.0,,0,2016
15520,LINS CHINESE CUISINE,11668 W PICO BLVD,LOS ANGELES,90064,2,60,+1nan,3,2015-10-14,91.0,,1,2015
15525,LIQUID JUICE BAR,8180 MELROSE AVE,LOS ANGELES,90046,2,30,+13234045822,2,2016-08-02,96.0,,0,2016
15526,LIQUID KITTY,11780 W PICO BLVD,LOS ANGELES,90064,1,60,+1nan,2,2015-12-10,93.0,,1,2015
15527,LIQUID NEW THEME,8180 MELROSE AVE,LOS ANGELES,90046,2,30,+13103834872,2,2015-07-27,90.0,,1,2015
15534,LITOS CORK ROOM,6007 E OLYMPIC BLVD,LOS ANGELES,90022,2,60,+13238029627,1,2016-06-29,99.0,,0,2016
15535,LITTERATI CAFE,12081 WILSHIRE BLVD,LOS ANGELES,90025,1,60,+1nan,3,2016-11-03,93.0,,0,2016
15536,LITTLE BAR,757 S LA BREA AVE,LOS ANGELES,90036,1,60,+1nan,1,2016-10-21,99.0,,0,2016
15538,LITTLE BEAN CAFE,3250 W OLYMPIC BLVD,LOS ANGELES,90006,21,60,+13237301888,2,2016-08-19,96.0,,0,2016
15539,LITTLE BEIJING,4016 W WASHINGTON BLVD,LOS ANGELES,90018,2,30,+1nan,3,2014-10-08,94.0,,1,2014
15540,LITTLE BEIJING,4727 VENICE BLVD,LOS ANGELES,90019,1,30,+1nan,3,2016-08-10,90.0,,0,2016
15541,LITTLE BEIJING FOOD & DONUT,3106 N EASTERN AVE,LOS ANGELES,90032,1,30,+1nan,3,2016-09-28,87.0,,0,2016
15546,LITTLE CAESAR,1321 ECHO PARK AVE,LOS ANGELES,90026,1,30,+1nan,2,2016-07-18,95.0,,0,2016
15549,LITTLE CAESAR,1910 S SAN PEDRO ST,LOS ANGELES,90011,1,30,+1nan,2,2016-12-27,91.0,,0,2016
15551,LITTLE CAESAR,2790 E 1ST ST,LOS ANGELES,90033,1,30,+1nan,2,2016-12-15,95.0,,0,2016
15554,LITTLE CAESAR,5857 S CENTRAL AVE,LOS ANGELES,90001,5,30,+13232357380,2,2016-12-05,95.0,,0,2016
15556,LITTLE CAESARS,100 S VERMONT AVE,LOS ANGELES,90004,1,30,+1nan,2,2016-10-12,93.0,,0,2016
15557,LITTLE CAESARS,1005 W MLK BLVD,LOS ANGELES,90037,1,30,+1nan,2,2016-08-18,98.0,,0,2016
15559,LITTLE CAESARS,10315 S AVALON BLVD,LOS ANGELES,90003,1,30,+1nan,2,2016-10-24,94.0,,0,2016
15578,LITTLE CAESARS,1551 W 7TH ST,LOS ANGELES,90017,2,30,+1nan,2,2016-07-06,90.0,,0,2016
15583,LITTLE CAESARS,1754 W SLAUSON AVE,LOS ANGELES,90058,3,30,+1nan,2,2016-07-25,91.0,,0,2016
15586,LITTLE CAESARS,183 W MANCHESTER AVE,LOS ANGELES,90003,1,30,+1nan,2,2016-12-13,95.0,,0,2016
15593,LITTLE CAESARS,2602 N MAIN ST,LOS ANGELES,90031,1,30,+1nan,2,2016-11-03,92.0,,0,2016
15595,LITTLE CAESARS,2705 S WESTERN AVE,LOS ANGELES,90018,1,30,+1nan,2,2017-01-09,95.0,,0,2017
15597,LITTLE CAESARS,2843 S CRENSHAW BLVD,LOS ANGELES,90016,1,30,+1nan,2,2016-12-15,97.0,,0,2016
15600,LITTLE CAESARS,3464 E CESAR E CHAVEZ AVE,LOS ANGELES,90063,1,30,+1nan,2,2016-06-08,98.0,,0,2016
15601,LITTLE CAESARS,3476 E WHITTIER BLVD 112,LOS ANGELES,90033,1,30,+1nan,2,2016-06-01,95.0,,0,2016
15603,LITTLE CAESARS,4042 S CENTINELA AVE,LOS ANGELES,90066,1,30,+1nan,2,2016-12-07,97.0,,0,2016
15606,LITTLE CAESARS,4401 EAGLE ROCK BLVD,LOS ANGELES,90041,1,30,+1nan,2,2016-12-29,93.0,,0,2016
15608,LITTLE CAESARS,4431 S MAIN ST,LOS ANGELES,90037,1,30,+1nan,2,2016-09-13,98.0,,0,2016
15609,LITTLE CAESARS,454 W FLORENCE AVE,LOS ANGELES,90003,2,30,+1nan,2,2016-12-19,95.0,,0,2016
15611,LITTLE CAESARS,5053 E WHITTIER BLVD,LOS ANGELES,90022,1,30,+1nan,2,2016-09-23,94.0,,0,2016
15612,LITTLE CAESARS,5945 W PICO BLVD,LOS ANGELES,90035,1,30,+13239381338,2,2016-04-28,93.0,,0,2016
15644,LITTLE CAESARS PIZZA,5800 SANTA MONICA BLVD,LOS ANGELES,90038,1,30,+1nan,2,2016-09-15,95.0,,0,2016
15648,LITTLE CAESARS PIZZA,900 N VERMONT AVE,LOS ANGELES,90029,1,30,+13107216200,2,2016-08-09,94.0,,0,2016
15650,LITTLE CASESAR,1408 S VERMONT AVE,LOS ANGELES,90006,1,30,+1nan,2,2016-10-21,90.0,,0,2016
15651,LITTLE CEASAR,5813 N FIGUEROA ST,LOS ANGELES,90042,2,30,+1nan,2,2016-08-08,90.0,,0,2016
15652,LITTLE CEASARS,10714 S WESTERN AVE,LOS ANGELES,90047,3,30,+1nan,2,2016-03-08,94.0,,0,2016
15653,LITTLE CEASARS  2051-0002,11870 SANTA MONICA BLVD,LOS ANGELES,90025,7,30,+1nan,2,2016-11-08,100.0,,0,2016
15654,LITTLE CHINA EXPRESS,3813 E CESAR E CHAVEZ AVE,LOS ANGELES,90063,1,30,+1nan,3,2016-08-03,90.0,,0,2016
15655,LITTLE CHINA EXPRESS,5150 HUNTINGTON DR S,LOS ANGELES,90032,1,30,+13232255735,3,2016-09-28,90.0,,0,2016
15657,LITTLE CHINA RESTAURANT,3535 W CAHUENGA BLVD,LOS ANGELES,90068,1,30,+13239698838,3,2016-11-01,96.0,,0,2016
15658,LITTLE CHINA RESTAURANT,3535 W CAHUENGA BLVD W,LOS ANGELES,90068,1,30,+1nan,3,2015-07-08,90.0,,1,2015
15661,LITTLE DIM SUM,2700 COLORADO BLVD,LOS ANGELES,90041,9,30,+13232541988,3,2014-10-07,85.0,,1,2014
15662,LITTLE DOMS,2128 N HILLHURST AVE,LOS ANGELES,90027,1,60,+1nan,3,2016-09-16,93.0,,0,2016
15663,LITTLE DOOR RESTAURANT,8164 W 3RD ST,LOS ANGELES,90048,1,150,+1nan,3,2016-11-08,92.0,,0,2016
15665,LITTLE ETHIOPIA RESTAURANT,1048 S FAIRFAX AVE,LOS ANGELES,90019,1,60,+13239302808,3,2017-01-03,96.0,,0,2017
15666,LITTLE GALEN DINING HALL,3501 S WATTS WAY,LOS ANGELES,90089,1,151,+1nan,3,2016-11-15,96.0,,0,2016
15672,LITTLE JASMINE THAI CUISINE,1435 N HIGHLAND AVE,LOS ANGELES,90028,1,30,+13234679868,3,2016-10-28,82.0,,0,2016
15673,LITTLE JEWEL OF NEW ORLEANS,207 ORD ST,LOS ANGELES,90012,1,60,+19086923198,3,2016-12-07,93.0,,0,2016
15675,LITTLE JOHNS ENGLISH TOFFEE,6333 W 3RD ST,LOS ANGELES,90036,50,30,+1nan,2,2016-07-27,96.0,,0,2016
15676,LITTLE JOY COCKTAILS,1477 W SUNSET BLVD,LOS ANGELES,90026,1,30,+12139358276,1,2016-09-22,94.0,,0,2016
15677,LITTLE MACHINCITO,2901 WHITTIER BLVD,LOS ANGELES,90023,2,30,+13236229982,3,2016-11-28,92.0,,0,2016
15682,LITTLE MEXICO SEAFOOD RESTAU,4937 E WHITTIER BLVD,LOS ANGELES,90022,1,60,+13237809848,3,2016-09-23,93.0,,0,2016
15683,LITTLE N.Y. GOURMET,4109 BEVERLY BLVD,LOS ANGELES,90004,1,30,+13234207877,3,2015-12-22,90.0,,1,2015
15687,LITTLE ONGPIN,5050 W SUNSET BLVD,LOS ANGELES,90027,1,30,+1nan,3,2016-11-17,97.0,,0,2016
15688,LITTLE ONGPIN FAST FOOD,1700 BEVERLY BLVD,LOS ANGELES,90026,1,30,+1nan,3,2016-05-11,90.0,,0,2016
15689,LITTLE ONGPIN FAST FOOD,1700 W BEVERLY BLVD,LOS ANGELES,90026,1,30,+12134834280,3,2016-07-26,92.0,,0,2016
15690,LITTLE ONGPIN FASTFOOD,3756 W AVENUE 40,LOS ANGELES,90065,6,30,+1nan,3,2016-10-06,91.0,,0,2016
15694,LITTLE PINE,2870 ROWENA AVE,LOS ANGELES,90039,1,60,+13109184562,3,2016-05-31,94.0,,0,2016
15695,LITTLE PRINCE KIDS RESTAURANT,621 S WESTERN AVE,LOS ANGELES,90005,16,30,+12133800038,2,2013-08-01,90.0,,1,2013
15697,LITTLE RODEO RESTAURANT,3500 N BROADWAY,LOS ANGELES,90031,1,30,+1nan,3,2016-10-19,98.0,,0,2016
15699,LITTLE SAN SALVADOR REST,901 N WESTERN AVE,LOS ANGELES,90029,1,151,+12138043098,3,2016-10-13,92.0,,0,2016
15709,LITTLE SISTER @ DTLA,523 W 7TH ST,LOS ANGELES,90014,2,60,+1nan,3,2016-09-22,94.0,,0,2016
15711,LITTLE SPAIN,6333 W 3RD ST,LOS ANGELES,90036,50,60,+13236340633,3,2015-02-11,91.0,,1,2015
15714,LITTLE TART,740 S WESTERN AVE,LOS ANGELES,90005,4,60,+12133872300,3,2016-11-04,94.0,,0,2016
15715,LITTLE TEMPLE,4515 SANTA MONICA BLVD,LOS ANGELES,90029,1,60,+1nan,1,2016-03-31,93.0,,0,2016
15717,LITTLE TOKYO ICE CREAM,133 JAPANESE VLG PLZ MALL,LOS ANGELES,90012,1,30,+1nan,1,2016-10-26,98.0,,0,2016
15720,LITTLE TOKYO SUSHI,333 S ALAMEDA ST,LOS ANGELES,90013,22,30,+12136170343,3,2016-08-05,96.0,,0,2016
15723,LITTLE WANG KUNG,691 S HOOVER ST,LOS ANGELES,90005,1,30,+12134873749,3,2016-11-28,91.0,,0,2016
15724,LITTLEFORK,1600 WILCOX AVE,LOS ANGELES,90028,1,150,+13234653675,3,2015-05-28,92.0,,1,2015
15727,LIVE BASIL PIZZA-SMASH BURGER-TOMS URBAN,1011 S FIGUEROA ST,LOS ANGELES,90015,3,150,+1nan,3,2016-11-23,96.0,,0,2016
15731,LIVING FISH CENTER,4356 BEVERLY BLVD,LOS ANGELES,90004,1,150,+13239531740,3,2016-09-12,90.0,,0,2016
15735,LIWAN RESTAURANT AND LOUNGE,1781 WESTWOOD BLVD,LOS ANGELES,90024,1,30,+13109138208,3,2016-10-05,85.0,,0,2016
15736,LLAMARADA,2622 PASADENA AVE,LOS ANGELES,90031,1,30,+1nan,3,2016-07-07,93.0,,0,2016
15737,LLUVIAS BAKERY AND DELI,1483 W ADAMS BLVD,LOS ANGELES,90007,2,30,+13234852491,2,2015-06-02,92.0,,1,2015
15750,LOADED,6377 HOLLYWOOD BLVD,LOS ANGELES,90028,1,60,+12138044067,3,2016-10-21,98.0,,0,2016
15752,LOBBY BAR,333 S FIGUEROA ST,LOS ANGELES,90071,6,150,+12136171133,1,2016-12-07,96.0,,0,2016
15753,LOBBY BAR,929 BROADWAY ST,LOS ANGELES,90015,6,150,+12136233233,1,2015-03-09,96.0,,1,2015
15755,LOBBY BAR LEVEL 2,111 S GRAND AVE,LOS ANGELES,90071,6,30,+1nan,1,2016-07-20,99.0,,0,2016
15757,LOBSTA SHACK,701 W CESAR CHAVEZ AVE,LOS ANGELES,90012,1,30,+12136219977,3,2016-09-20,94.0,,0,2016
15758,LOBSTER AND BEER,3456 MOTOR AVE,LOS ANGELES,90034,2,60,+13109265519,3,2016-11-15,90.0,,0,2016
15762,LOCAL,2943 W SUNSET BLVD,LOS ANGELES,90026,1,60,+1nan,3,2013-10-28,93.0,,1,2013
15769,LOCAL TABLE,800 S FIGUEROA ST,LOS ANGELES,90017,4,150,+12134882665,3,2016-03-17,92.0,,0,2016
15772,LOCALI,5825 FRANKLIN AVE,LOS ANGELES,90028,1,30,+1nan,2,2016-12-06,95.0,,0,2016
15773,LOCALI,701 LINCOLN BLVD,LOS ANGELES,90291,1,30,+13103992254,2,2016-07-01,100.0,,0,2016
15774,LOCALITA & THE BADASSERIE,817 S LOS ANGELES ST LBBY LOBBY,LOS ANGELES,90014,1,30,+12136233223,2,2016-11-02,95.0,,0,2016
15778,LOCANDA VENETA,8638 W 3RD ST,LOS ANGELES,90048,1,60,+1nan,3,2016-09-20,93.0,,0,2016
15779,LOCK & KEY,239 S VERMONT AVE,LOS ANGELES,90004,1,150,+14242229787,3,2017-01-11,95.0,,0,2017
15782,LOCOL,1950 E 103RD ST,LOS ANGELES,90002,1,150,+1nan,3,2016-11-23,97.0,,0,2016
15787,LOGE BAR 3RD FL,135 N GRAND AVE 3RD,LOS ANGELES,90012,1,150,+1nan,1,2016-09-28,100.0,,0,2016
15794,LOLITAS DELICATESSEN & GROCE,6050 E WHITTIER BLVD,LOS ANGELES,90022,1,30,+1nan,3,2016-10-18,96.0,,0,2016
15801,LOLLICUP,2206 SAWTELLE BLVD,LOS ANGELES,90025,1,30,+13102318688,3,2017-01-11,82.0,,0,2017
15809,LOLLICUP TEA & COFFEE ZONE,988 N HILL ST,LOS ANGELES,90012,1,30,+12136878283,2,2016-10-19,92.0,,0,2016
15825,LONGS FAMILY PASTRIES,715 N SPRING ST,LOS ANGELES,90012,1,30,+1nan,3,2016-12-13,86.0,,0,2016
15833,LORENA KABOB CORNER,1547 S GRANDE VISTA AVE,LOS ANGELES,90023,2,30,+1nan,3,2016-10-31,95.0,,0,2016
15834,LORENA KABOB HOUSE,1547 S GRANDE VISTA AVE,LOS ANGELES,90023,2,30,+13232622626,3,2015-01-27,97.0,,1,2015
15839,LORYS RESTAURANT,4963 W SUNSET BLVD,LOS ANGELES,90027,1,30,+1nan,3,2016-10-20,99.0,,0,2016
15844,LOS 3 GONZALEZ,5048 HUNTINGTON DR S,LOS ANGELES,90033,2,30,+13232227074,2,2015-06-02,82.0,,1,2015
15852,LOS ALONDRAS BAKERY,4118 S CENTRAL AVE,LOS ANGELES,90011,1,30,+1nan,2,2016-12-07,95.0,,0,2016
15856,LOS AMIGOS BAKERY,3105 W 8TH ST,LOS ANGELES,90005,1,30,+1nan,3,2016-11-04,84.0,,0,2016
15860,LOS AMIGOS TAQUERIA,1445 W 3RD ST,LOS ANGELES,90017,1,30,+12134817313,3,2016-09-27,84.5,,0,2016
15862,LOS ANGELES BIERGARTEN,750 BROADWAY AVE,LOS ANGELES,90014,1,150,+1nan,3,2016-12-13,91.0,,0,2016
15863,LOS ANGELES CHINESE FAST FOOD,1929 S SAN PEDRO ST,LOS ANGELES,90011,3,60,+12135365878,3,2016-12-09,93.0,,0,2016
15865,LOS ANGELES COUNTRY CLUB MAIN BAR,10101 WILSHIRE BLVD,LOS ANGELES,90024,4,151,+13102766104,1,2014-09-26,91.0,,1,2014
15866,LOS ANGELES COUNTRY CLUB MAIN KITCHEN,10101 WILSHIRE BLVD,LOS ANGELES,90002,4,151,+1nan,3,2016-08-23,91.0,,0,2016
15867,LOS ANGELES COUNTRY CLUB SNA,10101 WILSHIRE BLVD,LOS ANGELES,90024,4,30,+1nan,2,2016-08-23,91.0,,0,2016
15868,LOS ANGELES COUNTRY CLUB SNA -BAR & PANTRY,10101 WILSHIRE BLVD,LOS ANGELES,90024,4,150,+1nan,1,2016-08-23,97.0,,0,2016
15869,LOS ANGELES NEW YORK PIZZA,518 W 6TH ST,LOS ANGELES,90014,1,60,+12136141100,2,2014-10-27,97.0,,1,2014
15870,LOS ANGELES PALM/DOWNTOWN,1100 S FLOWER ST,LOS ANGELES,90015,1,151,+1nan,3,2016-11-03,97.0,,0,2016
15871,LOS ANGELES PIZZA,1498 W SUNSET BLVD,LOS ANGELES,90026,2,30,+12136265272,2,2016-06-28,84.0,,0,2016
15872,LOS ANGELES TIMES,145 S SPRING ST,LOS ANGELES,90012,1,151,+12132374067,3,2016-12-02,99.0,,0,2016
15875,LOS ANTOJITOS MEXICAN REST,2122 E 1ST ST,LOS ANGELES,90033,1,60,+1nan,3,2016-08-19,94.0,,0,2016
15877,LOS ARCOS RESTAURANT,5719 E WHITTIER BLVD,LOS ANGELES,90022,1,150,+1nan,3,2016-11-02,100.0,,0,2016
15878,LOS BALCONES DEL PERU,1360 N VINE ST,LOS ANGELES,90028,1,60,+1nan,3,2016-11-02,90.0,,0,2016
15879,LOS BURRITOS,1312 ECHO PARK AVE,LOS ANGELES,90026,1,30,+12139779102,3,2016-08-31,97.0,,0,2016
15880,LOS BURRITOS,4929 W SUNSET BLVD,LOS ANGELES,90027,1,150,+1nan,3,2016-10-12,90.0,,0,2016
15882,LOS BURRITOS,6517 HOLLYWOOD BLVD,LOS ANGELES,90028,2,60,+13234615814,3,2014-12-02,91.5,,1,2014
15883,LOS BURRITOS,7300 SANTA MONICA BLVD,LOS ANGELES,90046,1,30,+1nan,3,2013-08-27,95.0,,1,2013
15884,LOS BURRITOS RESTAURANT,3125 N SAN FERNANDO RD,LOS ANGELES,90065,2,150,+16265294034,3,2016-08-22,92.0,,0,2016
15885,LOS BURRITOS Y MAS RESTAURANT,6517 HOLLYWOOD BLVD,LOS ANGELES,90028,2,60,+13234615814,3,2016-12-08,93.0,,0,2016
15890,LOS CANDILES NIGHT CLUB,2100 CYPRESS AVE,LOS ANGELES,90065,1,151,+1nan,1,2016-02-12,95.0,,0,2016
15899,LOS CINCO PUNTOS DELI,3300 E CESAR E CHAVEZ AVE,LOS ANGELES,90063,1,30,+1nan,3,2016-09-27,91.0,,0,2016
15901,LOS COCOS,654 E GAGE AVE,LOS ANGELES,90001,2,30,+13237500211,3,2014-12-15,96.0,,1,2014
15902,LOS COCOS BAKERY,4804 1/2 S CENTINELA AVE,LOS ANGELES,90066,1,30,+1nan,2,2015-11-19,95.0,,1,2015
15903,LOS COCOS RESTAURANT,654 E GAGE AVE,LOS ANGELES,90001,2,30,+13239210071,3,2016-12-15,96.0,,0,2016
15904,LOS COCOTEROS,307 E JEFFERSON BLVD,LOS ANGELES,90011,7,30,+1nan,2,2016-09-15,95.0,,0,2016
15906,LOS COMALES CAFE,3329 W 8TH ST,LOS ANGELES,90005,1,60,+1nan,3,2016-08-29,90.0,,0,2016
15908,LOS COMPADRES,2031 S CENTRAL AVE,LOS ANGELES,90011,1,30,+1nan,3,2016-07-14,98.0,,0,2016
15909,LOS COMPADRES,633 N SPRING ST,LOS ANGELES,90012,4,30,+1nan,3,2016-12-08,92.0,,0,2016
15914,LOS COMPADRES RESTAURANT,4483 E WHITTIER BLVD,LOS ANGELES,90022,1,30,+1nan,3,2016-11-07,91.0,,0,2016
15917,LOS CUNADOS,6300 S MAIN ST,LOS ANGELES,90003,2,30,+1nan,3,2016-11-28,90.0,,0,2016
15922,LOS FELIZ CAFE,3207 LOS FELIZ BLVD,LOS ANGELES,90039,1,150,+1nan,3,2016-11-10,94.0,,0,2016
15925,LOS GIRASOLES MEXICAN GRILL,2851 CRENSHAW BLVD,LOS ANGELES,90016,2,30,+13233739670,3,2016-12-15,90.0,,0,2016
15927,LOS GUERITOS,1200 MAPLE AVE,LOS ANGELES,90015,1,30,+13234704749,2,2016-11-03,92.0,,0,2016
15928,LOS GUERITOS,1217 WALL ST,LOS ANGELES,90015,1,30,+12137491185,3,2016-11-09,92.0,,0,2016
15929,LOS GUERITOS,1903 S MAPLE AVE,LOS ANGELES,90015,2,30,+1nan,2,2016-03-30,95.0,,0,2016
15934,LOS JUANES RESTAURANT,6508 E WHITTIER BLVD,LOS ANGELES,90022,1,30,+1nan,3,2016-09-19,98.0,,0,2016
15935,LOS LAGOS,4310 E CESAR E CHAVEZ AVE,LOS ANGELES,90022,1,30,+1nan,3,2016-12-28,96.0,,0,2016
15938,LOS MOLCAJETES,2600 W 6TH ST,LOS ANGELES,90015,1,60,+12134803858,3,2016-11-02,94.5,,0,2016
15939,LOS MOLCAJETES,2748 W TEMPLE ST,LOS ANGELES,90026,2,150,+12133864058,3,2016-10-25,91.0,,0,2016
15940,LOS MOLCAJETES,5116 E BEVERLY BLVD,LOS ANGELES,90022,1,60,+1nan,3,2016-11-07,93.0,,0,2016
15943,LOS MOLCAJETES RESTAURANTE,2748 W TEMPLE ST,LOS ANGELES,90026,2,60,+12133894058,3,2014-04-08,88.0,,1,2014
15944,LOS MOLCAJETES RESTAURANTE#1,695 S HOOVER ST,LOS ANGELES,90005,1,60,+12133834782,3,2016-11-28,90.0,,0,2016
15945,LOS MORELIANOS,307 E JEFFERSON BLVD,LOS ANGELES,90011,7,30,+13233601725,1,2015-11-16,89.0,,1,2015
15947,LOS NOCRS DU FIGARO,618 S BROADWAY,LOS ANGELES,90014,2,151,+12136222116,3,2014-06-17,96.0,,1,2014
15948,LOS NORTENOS,3207 E PICO BLVD,LOS ANGELES,90023,2,60,+1nan,3,2015-01-27,91.0,,1,2015
15949,LOS NUEVOS VOLCANES,4521 DUNHAM ST,LOS ANGELES,90040,1,60,+13232647288,3,2016-05-20,90.0,,0,2016
15951,LOS OLIVOS RESTAURANTE,4161 BEVERLY BLVD,LOS ANGELES,90004,2,150,+13238365022,3,2014-08-21,83.0,,1,2014
15953,LOS PETATES RESTAURANT,6116 1/2 E WHITTIER BLVD,LOS ANGELES,90022,1,60,+13237234099,3,2016-10-12,99.0,,0,2016
15954,LOS PINITOS NUEVOS BAKERY,1154 S LORENA ST,LOS ANGELES,90023,1,30,+13232679523,2,2016-12-20,84.0,,0,2016
15955,LOS PINOS MARKET,4822 HUNTINGTON DR S,LOS ANGELES,90032,1,30,+1nan,2,2016-11-02,90.0,,0,2016
15956,LOS PINOS NUEVOS BAKERY,3614 E 1ST ST,LOS ANGELES,90063,1,30,+1nan,2,2016-09-28,91.0,,0,2016
15957,LOS PINOS RESTAURANT,1064 S BROADWAY,LOS ANGELES,90015,1,30,+12135070089,3,2015-06-05,93.0,,1,2015
15963,LOS POBLANOS RESTAURANTE,1433 W JEFFERSON BLVD,LOS ANGELES,90018,1,30,+1nan,3,2017-01-03,98.0,,0,2017
15969,LOS PRIMOS DE EL SALVADOR,9518 S MAIN ST,LOS ANGELES,90003,3,30,+12138846391,3,2015-06-15,96.0,,1,2015
15971,LOS REYES NATURAL FRUIT DRIN,2707 1/2 N BROADWAY,LOS ANGELES,90031,1,30,+13232217731,2,2017-01-03,96.0,,0,2017
15981,LOS TAPATIOS RESTAURANT,1451 W 3RD ST,LOS ANGELES,90017,1,30,+1nan,3,2016-11-02,84.0,,0,2016
15988,LOS TRES AMIGOS,4869 SANTA MONICA BLVD,LOS ANGELES,90029,2,60,+1nan,3,2015-01-07,93.0,,1,2015
